Fecha,Semana,Turno,Tripulacion,Fase,Linea,Cliente,Lado,Estacion,Min,Problema,Paro,Capturista,Estación
2025-05-20,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  3 rev 1,
2025-05-20,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,J01,5.0,Material Mezclado,RH J01 Material Mezclado,5 min RH J01 Material Mezclado ,
2025-05-20,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,J04,24.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,24 min RH J04 No pasa Red Rabbit ,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2 rev 1,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,J04,10.0,Ajuste de Sensor (SD),LH J04 Ajuste de Sensor (SD),10 min LH J04 Ajuste de Sensor (SD) ,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,J04,7.0,Falla de Máquina,LH J04 Falla de Máquina,7 min LH J04 Falla de Máquina piezas Ng ,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,J05,5.0,Falla de Máquina,LH J05 Falla de Máquina,5 min LH J05 Falla de Máquina stiker Ng,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,J04,6.0,Entrenamiento de Personal,LH J04 Entrenamiento de Personal,6 min LH J04 Entrenamiento de Personal ,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J04,2.0,No pasa Red Rabbit,LH J04 No pasa Red Rabbit,2 min LH J04 No pasa Red Rabbit ,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J02,13.0,Ajuste de Sensor (SD),LH J02 Ajuste de Sensor (SD),13 min LH J02 Ajuste de Sensor (SD) del sello ,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J01,3.0,Revisión de Material Sospechoso,LH J01 Revisión de Material Sospechoso,3 min LH J01 Revisión de Material Sospechoso rota de case,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2 rev 1,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J02,15.0,No pasa Red Rabbit,LH J02 No pasa Red Rabbit,15 min LH J02 No pasa Red Rabbit ,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,55.0,Falta de Material,LH LÍNEA Falta de Material,55 min LH LÍNEA Falta de Material latch/ contenedor ,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  3 rev 1,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J05,20.0,Falta de Empaque/Contenedor,LH J05 Falta de Empaque/Contenedor,20 min LH J05 Falta de Empaque/Contenedor ,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  4 rev 1,
2025-05-20,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J02,6.0,Ajuste de Sensor (SD),LH J02 Ajuste de Sensor (SD),6 min LH J02 Ajuste de Sensor (SD) marca sello,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,A11,25.0,Slider, A11 Slider,25 min  A11 Slider lever Ng,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,LH,A34,13.0,Falla de Máquina,LH A34 Falla de Máquina,13 min LH A34 Falla de Máquina SINGLE OVER RIDE LH,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,A32,8.0,Tornillo Flotante, A32 Tornillo Flotante,8 min  A32 Tornillo Flotante ,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  2,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,A30,6.0,Ajuste de Torques, A30 Ajuste de Torques,6 min  A30 Ajuste de Torques ,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  3,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,LH,C03,10.0,Falla de Máquina,LH C03 Falla de Máquina,10 min LH C03 Falla de Máquina conector,
2025-05-20,21.0,1,A,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  4,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B2,7.0,No da Ciclo,RH B2 No da Ciclo,7 min RH B2 No da Ciclo ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B13,18.0,Falla de Máquina,RH B13 Falla de Máquina,18 min RH B13 Falla de Máquina pierde secuencia ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,LÍNEA,4.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,4 min RH LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B7,4.0,No pasa Red Rabbit,RH B7 No pasa Red Rabbit,4 min RH B7 No pasa Red Rabbit 2,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B13,12.0,Falla de Sensor (SD),RH B13 Falla de Sensor (SD),12 min RH B13 Falla de Sensor (SD) ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,LÍNEA,10.0,Junta de Reclamo,RH LÍNEA Junta de Reclamo,10 min RH LÍNEA Junta de Reclamo ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B12,10.0,Falta de Material,RH B12 Falta de Material,10 min RH B12 Falta de Material cable cover ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,LÍNEA,5.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,5 min RH LÍNEA Cambio de Modelo  2,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B3,10.0,Falla de Máquina,RH B3 Falla de Máquina,10 min RH B3 Falla de Máquina prensa del motor desfasada,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B1,5.0,Ajuste de Fixture (PY),RH B1 Ajuste de Fixture (PY),5 min RH B1 Ajuste de Fixture (PY) mal ensamblado,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B10,16.0,No pasa Red Rabbit,RH B10 No pasa Red Rabbit,16 min RH B10 No pasa Red Rabbit ,
2025-05-20,21.0,1,A,Fase2,M18 LH,HONDA,LH,LÍNEA,1.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,1 min LH LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,1,A,Fase2,M18 LH,HONDA,LH,B10,20.0,Falla de Máquina,LH B10 Falla de Máquina,20 min LH B10 Falla de Máquina marca tornillo faltante ,
2025-05-20,21.0,1,A,Fase2,M11 Final RR RH,HONDA,RR RH,LÍNEA,37.0,Falla de Sensor (SD),RR RH LÍNEA Falla de Sensor (SD),37 min RR RH LÍNEA Falla de Sensor (SD) ,
2025-05-20,21.0,1,A,Fase2,M11 Final FR LH,HONDA,FR LH,LÍNEA,10.0,Falta de Sticker/Etiqueta,FR LH LÍNEA Falta de Sticker/Etiqueta,10 min FR LH LÍNEA Falta de Sticker/Etiqueta ,
2025-05-20,21.0,1,A,Fase2,M11 Final FR LH,HONDA,FR LH,LÍNEA,15.0,Falla de Máquina,FR LH LÍNEA Falla de Máquina,15 min FR LH LÍNEA Falla de Máquina ajar,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,LÍNEA,10.0,Abastecimiento, LÍNEA Abastecimiento,10 min  LÍNEA Abastecimiento ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,LÍNEA,6.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,6 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K19,5.0,Interrupción de Ciclo, K19 Interrupción de Ciclo,5 min  K19 Interrupción de Ciclo ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K12,8.0,Falla de Máquina, K12 Falla de Máquina,8 min  K12 Falla de Máquina ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K08,7.0,Falla de Máquina, K08 Falla de Máquina,7 min  K08 Falla de Máquina no ensambla stopper,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K33,15.0,No Regresa a Origen, K33 No Regresa a Origen,15 min  K33 No Regresa a Origen ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K25,5.0,Robot Alarmado, K25 Robot Alarmado,5 min  K25 Robot Alarmado ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K12,28.0,Ajuste de Pallet, K12 Ajuste de Pallet,28 min  K12 Ajuste de Pallet no ensambla spring,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K08,3.0,Falla de Máquina, K08 Falla de Máquina,3 min  K08 Falla de Máquina limpian gripper,
2025-05-20,21.0,1,A,Fase2,M16 A LH,HONDA,LH,LÍNEA,5.0,Falta de Material,LH LÍNEA Falta de Material,5 min LH LÍNEA Falta de Material ,
2025-05-20,21.0,1,A,Fase2,M16 A LH,HONDA,LH,B10,5.0,Falla de Máquina,LH B10 Falla de Máquina,5 min LH B10 Falla de Máquina ponen capucha de pines ,
2025-05-20,21.0,1,A,Fase2,M16 A LH,HONDA,LH,LÍNEA,5.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,5 min LH LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,LÍNEA,5.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,5 min RH LÍNEA Cambio de Modelo  3,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B1,5.0,Material No Conforme,RH B1 Material No Conforme,5 min RH B1 Material No Conforme clip OH doblado ,
2025-05-20,21.0,1,A,Fase2,M18 RH,HONDA,RH,B1,85.0,Ajuste de Fixture (PY),RH B1 Ajuste de Fixture (PY),85 min RH B1 Ajuste de Fixture (PY) clip OH doblado ,
2025-05-20,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  4 rev 1,
2025-05-20,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,J04,12.0,Falla de Máquina,LH J04 Falla de Máquina,12 min LH J04 Falla de Máquina OVER  RIDE,
2025-05-20,21.0,1,A,Fase1,Hinge Autom,NISSAN,,A2,6.0,Inspección de Material,se separa cavidad #4 ,6 min se separa cavidad #4  se separa cavidad #4,
2025-05-20,21.0,1,A,Fase1,Hinge Autom,NISSAN,,LÍNEA,20.0,Robot Alarmado, LÍNEA Robot Alarmado,20 min  LÍNEA Robot Alarmado ,
2025-05-20,21.0,1,A,Fase1,Check link P02F,NISSAN,,LÍNEA,15.0,Inspección de Material, LÍNEA Inspección de Material,15 min  LÍNEA Inspección de Material falta de certificacion de pallet ,
2025-05-20,21.0,1,A,Fase1,Check link P02F,NISSAN,,LÍNEA,9.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,9 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,1,A,Fase1,Check link XDC,NISSAN,,A4,10.0,Ajuste de Sensor (SD), A4 Ajuste de Sensor (SD),10 min  A4 Ajuste de Sensor (SD) ,
2025-05-20,21.0,1,A,Fase1,Check link XDC,NISSAN,,LÍNEA,6.0,Material No Conforme, LÍNEA Material No Conforme,6 min  LÍNEA Material No Conforme punto de certificacion,
2025-05-20,21.0,1,A,Fase1,Check link XDC,NISSAN,,LÍNEA,8.0,Falla de Sistema POD, LÍNEA Falla de Sistema POD,8 min  LÍNEA Falla de Sistema POD ,
2025-05-20,21.0,1,A,Fase1,Hood Lock P71A,NISSAN,,A2,2.0,Ajuste de Sensor (SD), A2 Ajuste de Sensor (SD),2 min  A2 Ajuste de Sensor (SD) ,
2025-05-20,21.0,1,A,Fase1,AC6,STELLANTIS,,A5.2,33.0,No Inyecta Puntos de Grasa, A5.2 No Inyecta Puntos de Grasa,33 min  A5.2 No Inyecta Puntos de Grasa GRASA SOLIDA ,
2025-05-20,21.0,1,A,Fase1,AC6,STELLANTIS,,A8,127.0,Entrenamiento de Personal, A8 Entrenamiento de Personal,127 min  A8 Entrenamiento de Personal ,
2025-05-20,21.0,1,A,Fase1,AC6,STELLANTIS,,LÍNEA,8.0,Ida al Baño, LÍNEA Ida al Baño,8 min  LÍNEA Ida al Baño ,
2025-05-20,21.0,1,A,Fase1,GC2 Cable,STELLANTIS,,A7,50.0,Falla de Máquina, A7 Falla de Máquina,50 min  A7 Falla de Máquina AJUSTE DE CONECTOR,
2025-05-20,21.0,1,A,Fase1,GC2 Cable,STELLANTIS,,A8,30.0,No pasa Red Rabbit, A8 No pasa Red Rabbit,30 min  A8 No pasa Red Rabbit ,
2025-05-20,21.0,1,A,Fase2,Conveyor,HONDA,,K25,15.0,Falla de Conveyor, K25 Falla de Conveyor,15 min  K25 Falla de Conveyor ,
2025-05-20,21.0,2,B,Fase1,GC2 MAIN,STELLANTIS,,LÍNEA,14.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,14 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,2,B,Fase1,GC2 MAIN,STELLANTIS,,B2,86.0,Falla de Conveyor, B2 Falla de Conveyor,86 min  B2 Falla de Conveyor banda dañada,
2025-05-20,21.0,2,B,Fase2,Conveyor,HONDA,,K26,6.0,Exceso de Grasa, K26 Exceso de Grasa,6 min  K26 Exceso de Grasa ,
2025-05-20,21.0,2,B,Fase2,M16 A LH,HONDA,,B07,6.0,Falla de Máquina, B07 Falla de Máquina,6 min  B07 Falla de Máquina AJUSTE DE TEMPERATURA,
2025-05-20,21.0,2,B,Fase2,M16 A LH,HONDA,,LÍNEA,6.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,6 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,2,B,Fase2,M16 A LH,HONDA,,LÍNEA,5.0,Falla de Máquina, LÍNEA Falla de Máquina,5 min  LÍNEA Falla de Máquina AJUSTE DE TEMPERATURA,
2025-05-20,21.0,2,B,Fase2,M18 LH,HONDA,,B10,20.0,Pogo-Pines, B10 Pogo-Pines,20 min  B10 Pogo-Pines CAMBIO DE PINES,
2025-05-20,21.0,2,B,Fase2,Conveyor,HONDA,,B11,6.0,Falla de Máquina, B11 Falla de Máquina,6 min  B11 Falla de Máquina no llega shatf a pocicion,
2025-05-20,21.0,2,B,Fase2,M18 LH,HONDA,,B09,6.0,Falla de Máquina, B09 Falla de Máquina,6 min  B09 Falla de Máquina no coloca tornillo ,
2025-05-20,21.0,2,B,Fase2,M18 LH,HONDA,,lÍNEA,5.0,Junta de Reclamo, lÍNEA Junta de Reclamo,5 min  lÍNEA Junta de Reclamo ,
2025-05-20,21.0,2,B,Fase2,M18 LH,HONDA,,B10,12.0,Falla de Máquina, B10 Falla de Máquina,12 min  B10 Falla de Máquina MARCA LEVER LOCK INSET,
2025-05-20,21.0,2,B,Fase2,M18 LH,HONDA,,B09,42.0,Falla de Máquina, B09 Falla de Máquina,42 min  B09 Falla de Máquina DISPENSADOR NO DA TORNILLOS,
2025-05-20,21.0,2,B,Fase1,AC9 Power,STELLANTIS,,A11,22.0,Ajuste de Sensor (SD), A11 Ajuste de Sensor (SD),22 min  A11 Ajuste de Sensor (SD) NO DETECTA LEVER MEMORY,
2025-05-20,21.0,2,B,Fase1,GA Cable A LH,NISSAN,LH,J04,7.0,No pasa Red Rabbit,LH J04 No pasa Red Rabbit,7 min LH J04 No pasa Red Rabbit ,
2025-05-20,21.0,2,B,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,40.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,40 min LH LÍNEA Cambio de Modelo  24 PIEZAS DE REFACCION,
2025-05-20,21.0,2,B,Fase1,GA Cable A RH,NISSAN,RH,J04,4.0,Falla de Máquina,RH J04 Falla de Máquina,4 min RH J04 Falla de Máquina no pasa pieza master ,
2025-05-20,21.0,2,B,Fase1,GA Cable A RH,NISSAN,RH,J04,15.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,15 min RH J04 No pasa Red Rabbit ,
2025-05-20,21.0,2,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,2,B,Fase1,GA Cable B RH,NISSAN,RH,J04,8.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,8 min RH J04 No pasa Red Rabbit ,
2025-05-20,21.0,2,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  2,
2025-05-20,21.0,2,B,Fase1,GA Cable B RH,NISSAN,RH,J04,8.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,8 min RH J04 No pasa Red Rabbit ,
2025-05-20,21.0,2,B,Fase1,GA Cable B RH,NISSAN,RH,J04,40.0,No da Ciclo,RH J04 No da Ciclo,40 min RH J04 No da Ciclo ,
2025-05-20,21.0,2,B,Fase1,GA Cable B RH,NISSAN,RH,J04,41.0,Falla de Máquina,RH J04 Falla de Máquina,41 min RH J04 Falla de Máquina MARCA PESTAÑA,
2025-05-20,21.0,2,B,Fase1,Check link XDC,NISSAN,,LÍNEA,15.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,15 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,2,B,Fase1,Hinge P02F,NISSAN,,A3,18.0,Falla de Máquina, A3 Falla de Máquina,18 min  A3 Falla de Máquina ,
2025-05-20,21.0,2,B,Fase1,Hinge P02F,NISSAN,,A1,12.0,Material No Conforme, A1 Material No Conforme,12 min  A1 Material No Conforme MALE MAL PLATINADO RH,
2025-05-20,21.0,2,B,Fase1,Hinge Autom,NISSAN,,A2,8.0,Material No Conforme, A2 Material No Conforme,8 min  A2 Material No Conforme FLECHA PEGA EN FEMALE,
2025-05-20,21.0,2,B,Fase1,Hinge Autom,NISSAN,,A2,32.0,Ajuste de Robot, A2 Ajuste de Robot,32 min  A2 Ajuste de Robot TIRA PIEZAS,
2025-05-20,21.0,2,B,Fase2,M16 A RH,HONDA,,LÍNEA,5.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,5 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,2,B,Fase2,M16 B LH,HONDA,,LÍNEA,30.0,No pasa Red Rabbit, LÍNEA No pasa Red Rabbit,30 min  LÍNEA No pasa Red Rabbit ,
2025-05-20,21.0,2,B,Fase2,M16 B LH,HONDA,,LÍNEA,27.0,Ausentismo, LÍNEA Ausentismo,27 min  LÍNEA Ausentismo ,
2025-05-20,21.0,2,B,Fase2,M16 B LH,HONDA,,LÍNEA,180.0,Entrenamiento de Personal, LÍNEA Entrenamiento de Personal,180 min  LÍNEA Entrenamiento de Personal ,
2025-05-20,21.0,2,B,Fase1,Hinge Autom,NISSAN,,A2,52.0,Falla de Máquina, A2 Falla de Máquina,52 min  A2 Falla de Máquina guiadañada,
2025-05-20,21.0,2,B,Fase1,GA Cable A RH,NISSAN,RH,J04,10.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,10 min RH J04 No pasa Red Rabbit b,
2025-05-20,21.0,2,B,Fase1,GA Cable A RH,NISSAN,RH,J04,10.0,Falla de Máquina,RH J04 Falla de Máquina,10 min RH J04 Falla de Máquina 2,
2025-05-20,21.0,2,B,Fase1,GA Cable B RH,NISSAN,RH,LÍNEA,20.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,20 min RH LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,2,B,Fase1,GA Cable B RH,NISSAN,RH,J04,6.0,Falla de Máquina,RH J04 Falla de Máquina,6 min RH J04 Falla de Máquina marca coupler,
2025-05-20,21.0,2,B,Fase2,M18 LH,HONDA,LH,B13,14.0,Falla de Máquina,LH B13 Falla de Máquina,14 min LH B13 Falla de Máquina ,
2025-05-20,21.0,2,B,Fase1,GC2 MAIN,STELLANTIS,,LÍNEA,19.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,19 min  LÍNEA Cambio de Modelo  ,
2025-05-20,21.0,2,B,Fase2,M16 A RH,HONDA,,B10,10.0,Ajuste de Sensor (SD), B10 Ajuste de Sensor (SD),10 min  B10 Ajuste de Sensor (SD) ,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,LÍNEA,5.0,, LÍNEA ,5 min  LÍNEA  SE PASAN RED RABBIT,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  1,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,A30,12.0,Falla de Máquina, A30 Falla de Máquina,12 min  A30 Falla de Máquina STICKER LH,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  2,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,A32,3.0,Falla de Máquina, A32 Falla de Máquina,3 min  A32 Falla de Máquina UNLOCK,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,A25,9.0,Falla de Máquina, A25 Falla de Máquina,9 min  A25 Falla de Máquina LEVER IH BOTADO,
2025-05-20,21.0,2,B,Fase1,GA Main,NISSAN,,A5,3.0,Falla de Máquina, A5 Falla de Máquina,3 min  A5 Falla de Máquina NO COLOCA LOS PUNTOS DE GRASA,
2025-05-20,21.0,2,B,Fase1,GC2 BACK PLATE,STELLANTIS,,LÍNEA,10.0,Junta Operativa, LÍNEA Junta Operativa,10 min  LÍNEA Junta Operativa INGENIERIA,
2025-05-20,21.0,2,B,Fase1,GC2 BACK PLATE,STELLANTIS,,S01,20.0,Ajuste de Pallet, S01 Ajuste de Pallet,"20 min  S01 Ajuste de Pallet no da ciclo, retira pallet ",
2025-05-21,21.0,1,A,Fase1,Hinge Autom,NISSAN,,A2,25.0,Ajuste de Robot, A2 Ajuste de Robot,"25 min  A2 Ajuste de Robot se rebaja guia, se coloca calza",
2025-05-21,21.0,1,A,Fase1,Hinge Autom,NISSAN,RH,LÍNEA,28.0,Maquina Alarmada,RH LÍNEA Maquina Alarmada,28 min RH LÍNEA Maquina Alarmada ,
2025-05-21,21.0,1,A,Fase1,Hinge Autom,NISSAN,,A2,18.0,Ajuste de Sensor (SD), A2 Ajuste de Sensor (SD),18 min  A2 Ajuste de Sensor (SD) 23,
2025-05-21,21.0,1,A,Fase1,Hinge P02F,NISSAN,,LÍNEA,3.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,3 min  LÍNEA Cambio de Modelo  ,
2025-05-21,21.0,1,A,Fase1,Check link XDC,NISSAN,,LÍNEA,15.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,15 min  LÍNEA Cambio de Modelo  ,
2025-05-21,21.0,1,A,Fase1,Check link XDC,NISSAN,,A1,10.0,Ajuste de Sensor (SD), A1 Ajuste de Sensor (SD),10 min  A1 Ajuste de Sensor (SD) ,
2025-05-21,21.0,1,A,Fase1,Check link XDC,NISSAN,,A4,20.0,Ajuste de Riveteados, A4 Ajuste de Riveteados,20 min  A4 Ajuste de Riveteados ,
2025-05-21,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,5.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,5 min LH LÍNEA Cambio de Modelo  1,
2025-05-21,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,5.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,5 min LH LÍNEA Cambio de Modelo  2,
2025-05-21,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  3,
2025-05-21,21.0,1,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Grasa,LH LÍNEA Cambio de Grasa,10 min LH LÍNEA Cambio de Grasa ,
2025-05-21,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  1,
2025-05-21,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,J04,10.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,10 min RH J04 No pasa Red Rabbit B y C,
2025-05-21,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,7.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,7 min RH LÍNEA Cambio de Modelo  2,
2025-05-21,21.0,1,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  3,
2025-05-21,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-21,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J02,15.0,No Inyecta Puntos de Grasa,LH J02 No Inyecta Puntos de Grasa,15 min LH J02 No Inyecta Puntos de Grasa ,
2025-05-21,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J01,115.0,Falta de Material,LH J01 Falta de Material,115 min LH J01 Falta de Material latch V0714140,
2025-05-21,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2,
2025-05-21,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J02,4.0,Ajuste de Sensor (SD),LH J02 Ajuste de Sensor (SD),4 min LH J02 Ajuste de Sensor (SD) marca sello Ng ,
2025-05-21,21.0,1,A,Fase1,GA Cable B LH,NISSAN,LH,J03,35.0,Falta de Sub-ensamble,LH J03 Falta de Sub-ensamble,35 min LH J03 Falta de Sub-ensamble ,
